Rv0005	Rv0684	0.0011948820923219795
Rv0005	Rv1392	0.002910839588024364
Rv0005	Rv1821	0.0021340240787762355
Rv0005	Rv2038c	0.017825021311659462
Rv0005	Rv2397c	0.007003115331223456
Rv0005	Rv2460c	0.0025281724159931713
Rv0005	Rv2461c	0.0030836086011697583
Rv0005	Rv2748c	0.002996249775224833
Rv0005	Rv2879c	0.004340880900946564
Rv0005	Rv2890c	0.0028614677418644387
Rv0005	Rv3105c	0.003889109522096962
Rv0005	Rv3109	0.018349553776214368
Rv0005	Rv3211	0.002526630722329152
Rv0005	Rv3240c	0.0019071391571318385
Rv0005	Rv3663c	0.008976718423497992
Rv0006	Rv0350	0.0004910344473820912
Rv0006	Rv0352	0.0011845959823589115
Rv0006	Rv0384c	0.0005467494873037698
Rv0006	Rv0440	0.000351096584450867
Rv0006	Rv0700	0.0028136439228069695
Rv0006	Rv1297	0.0019657286133040923
Rv0006	Rv1392	0.0031352136065953967
Rv0006	Rv1821	0.0022985194224057186
Rv0006	Rv2038c	0.019199013777361034
Rv0006	Rv2215	0.0031470834419437244
Rv0006	Rv2373c	0.0028619773081648777
Rv0006	Rv2397c	0.007542931106660774
Rv0006	Rv2460c	0.0027230495940247616
Rv0006	Rv2461c	0.003321300041258441
Rv0006	Rv2748c	0.003227207401840746
Rv0006	Rv2855	0.010074791752487846
Rv0006	Rv2890c	0.0030820360682314945
Rv0006	Rv3240c	0.002054145704115856
Rv0006	Rv3313c	0.015349097327433642
Rv0006	Rv3417c	0.000980674945222095
Rv0006	Rv3443c	0.003777033605454539
Rv0006	Rv3596c	0.0010900768710508746
Rv0006	Rv3663c	0.009668663934527647
Rv0009	Rv0015c	0.01019132274275363
Rv0009	Rv2115c	0.005036793665480748
Rv0009	Rv3610c	0.004781819569649285
Rv0015c	Rv0752c	0.00677035091689328
Rv0015c	Rv0873	0.007793197883527017
Rv0015c	Rv0975c	0.039317465700337936
Rv0015c	Rv3010c	0.01467066861907366
