gene	foldchange
Rv0962c	2.1347064502793
Rv0966c	40.0546420439214
Rv0974c	7.4232546023812
Rv0975c	7.65314876680971
Rv0976c	16.9632146530896
Rv0978c	7.32257859145515
Rv0979c	0.886941367956709
Rv0980c	51.5948841571173
Rv0984	160.433824193822
Rv1000c	21.5297986484895
Rv1008	8.04502011589403
Rv1013	545.74026475104
Rv1025	11.7623665343932
Rv1026	13.5774006310207
Rv1029	18.7463385481305
Rv1030	20.7449901851736
Rv1032c	16.1178787377599
Rv1034c	1.09407953378486
Rv1035c	8.71415303651795
Rv1039c	32.4832142667235
Rv1040c	28.2438469302714
Rv1042c	88.400155460408
Rv1047	41.3125042594871
Rv1048c	127.656715421716
Rv1049	32.5627687402405
Rv1051c	4.12672431435197
Rv1072	1670.73944653214
Rv1073	351.113997839095
Rv1080c	389.187309718292
Rv1082	59.5232344911149
Rv1087A	2.7846589479264
Rv1088	3.55616828280762
Rv1094	221.614160176261
Rv1102c	22.55431019764
Rv1103c	22.4034174079122
Rv1109c	75.158742492381
Rv1110	108.049986247887
Rv1115	8.381976031866
Rv1118c	13.1286481342801
Rv1125	11.0296712725521
Rv1134	2.36122842326221
Rv1138c	8.61823546732836
Rv1155	37.836413264088
Rv1158c	7.57757849159951
Rv1159A	29.9732231229217
Rv1171	8.13941932920788
Rv1174c	105.296513522094
Rv1177	118.024901684614
Rv1178	144.737975694872
Rv1179c	45.5038283079371
Rv1183	77.4235168255917
Rv1188	6.19260628880586
Rv1190	7.21795445786186
Rv1192	108.698400749166
Rv1211	60.419422021085
Rv1217c	21.5519053158632
Rv1221	804.16757507745
Rv1225c	22.6508005840891
Rv1226c	23.7292855610248
Rv1231c	13.3056236758327
Rv1244	26.7270215149944
Rv1246c	5.63451590782551
Rv1252c	9.43655002678034
Rv1256c	65.9381502005902
Rv1263	16.7488483766497
Rv1267c	11.7813617196271
Rv1268c	3.61658529166891
Rv1273c	16.7306869127309
Rv1283c	35.315045192487
Rv1285	99.5155780460753
Rv1290A	4.68596185296376
Rv1297	567.355108793672
Rv1298	212.14771618619
Rv1311	51.8264390728871
Rv1322	12.9735684683494
Rv1322A	354.095624843499
Rv1329c	33.3166900082617
Rv1330c	22.9729791944775
Rv1331	77.2445522019215
Rv1332	79.8962304953579
Rv1355c	28.5289364515242
Rv1358	14.0581710445113
Rv1365c	3.03914841854482
Rv1371	3.1312052194069
Rv1374c	17.1801118501839
Rv1377c	16.553405360031
Rv1383	21.7075083480301
Rv1384	98.8304108961465
Rv1385	12.9173765397375
Rv1386	37.9522200101866
Rv1388	178.114553482182
Rv1390	172.045405110671
Rv1392	223.032267523155
Rv1397c	161.168569662585
Rv1398c	520.875790348549
Rv1399c	13.3256953076985
Rv1400c	19.1315378014379
Rv1402	23.701368717925
Rv1404	58.018459098611
Rv1405c	90.6472481010481
Rv1411c	117.65215363532
Rv1428c	18.3631505207973
Rv1432	9.4177276812707
Rv1451	85.3496518307981
Rv1453	15.4578327774269
Rv1460	244.77005197851
Rv1461	707.397723915667
Rv1468c	131.352364628439
Rv1469	37.1703900785326
Rv1474c	33.0072039561234
Rv1475c	341.165518812336
Rv1479	242.031668712276
Rv1495	13.949722088352
Rv1503c	6.51590191965536
Rv1504c	9.73924700485088
Rv1514c	10.7508937113349
Rv1515c	20.1976571471865
Rv1516c	15.9888968984469
Rv1517	6.50752019635664
Rv1518	4.60396818620063
Rv1524	13.1900827707599
Rv1537	15.1169766028981
Rv1541c	6.34593625369431
Rv1542c	2.34679858247098
Rv1550	5.78888434829262
Rv1551	7.37848949073147
Rv1553	5.28254973035933
Rv1554	0.947042616274541
Rv1558	37.9200021974493
Rv1560	10.151097749887
Rv1563c	21.7337261156693
Rv1564c	47.7619077402732
Rv1571	6.29976532525723
Rv1573	4.32889376323256
Rv1580c	3.96141498461027
Rv1581c	2.7627957326484
Rv1585c	24.2499415639708
Rv1586c	105.741530857497
Rv1588c	12.9413930381293
Rv1592c	292.349400733488
Rv1593c	91.5983224037549
Rv1594	758.967339380372
Rv1595	912.350298450233
Rv1596	288.040228846304
Rv1620c	17.1227662266761
Rv1625c	47.0891267888127
Rv1628c	46.0802395392586
Rv1630	556.715690889483
Rv1641	298.398017172385
Rv1642	41.6113088878136
Rv1643	127.296260825179
Rv1644	113.818028093952
Rv1650	92.1119517573303
Rv1656	29.2990511102611
Rv1659	31.0375218020322
Rv1661	97.2424478899089
Rv1662	52.6211044414574
Rv1663	18.22895084956
Rv1664	39.1929127423864
Rv1666c	14.6763026853159
Rv1668c	19.8061723615528
Rv1672c	12.7801559706493
Rv1675c	3.15954921913914
Rv1678	25.2460333859525
Rv1679	10.1129488843146
Rv1680	10.3710187273049
Rv1681	9.69556562049668
Rv1688	7.18797364997505
Rv1693	9.22301965964597
Rv1701	30.6239503625794
Rv1702c	14.865364469725
Rv1715	7.78348829801493
Rv1716	6.90240108177171
Rv1717	2.34546310505137
Rv1719	9.35201411253519
Rv1723	13.7220240926138
Rv1726	11.1368500606894
Rv1727	3.9995642682641
Rv1733c	22.4384248632445
Rv1737c	17.2373294885239
Rv1739c	11.6149048152638
Rv1740	4.42737080881424
Rv1741	9.91239922402398
Rv1744c	3.5948335643245
Rv1753c	36.9185826217528
Rv1754c	11.6016837403095
Rv1767	14.5740744619369
Rv1782	266.770870435165
Rv1787	20.1269765873578
Rv1791	29.6335076836135
Rv1793	128.432763270024
Rv1794	272.495937563775
Rv1795	203.818814010793
Rv1804c	20.1345579348628
Rv1805c	12.285176041375
Rv1821	414.959493289016
Rv1824	9.17629910776726
Rv1829	50.2652297255169
Rv1831	119.259401080199
Rv1832	398.760455482513
Rv1837c	411.035426651743
Rv1846c	181.460333492111
Rv1850	37.1535016306739
Rv1851	4.38300763694041
Rv1854c	273.77207971607
Rv1855c	85.2688403124734
Rv1866	22.2551569922824
Rv1870c	83.2234417271455
Rv1871c	393.641117759471
Rv1872c	1148.69206391584
Rv1873	2.39030231033001
Rv1887	203.835819216447
Rv1894c	240.4961110667
Rv1899c	380.128092460198
Rv1906c	43.2177040021189
Rv1914c	11.3867084131488
Rv1915	85.7223132199222
Rv1921c	7.41116967868995
Rv1925	517.233287071323
Rv1926c	26.7775817484985
Rv1933c	11.8117126564255
Rv1935c	25.8750933828634
Rv1936	93.0341682387264
Rv1943c	16.8806070549976
Rv1954A	246.453810698553
Rv1954c	72.2146410293245
Rv1955	105.18003734022
Rv1956	53.3028716849924
Rv1957	68.2011648183553
Rv1960c	13.4375252926621
Rv1965	10.6002084170301
Rv1966	10.1541797606073
Rv1967	5.34784355240344
Rv1968	4.84229380561318
Rv1969	6.32314673996205
Rv1970	6.96524621423384
Rv1971	6.72770588268698
Rv1976c	19.6882282605889
Rv1982c	10.4277638540914
Rv1986	82.4313931518277
Rv1994c	51.8248264532606
Rv1996	186.879898539793
Rv1999c	5.71776906600802
Rv2003c	5.47364934179616
Rv2006	34.4935271590912
Rv2009	35.9781219024132
Rv2010	71.129141550353
Rv2011c	46.4664516740369
Rv2012	20.5549971262895
Rv2014	7.31803875499805
Rv2016	80.6028392124738
Rv2017	82.1551612692956
Rv2025c	75.0160121317832
Rv2026c	9.50203612442507
Rv2028c	6.11303398092983
Rv2029c	7.21168380648088
Rv2030c	59.0848236059342
Rv2038c	5.94753522003024
Rv2040c	5.56301131106639
Rv2045c	23.6294538631961
Rv2047c	45.6928033167258
Rv2050	85.2101420509111
Rv2056c	3.66013604152353
Rv2070c	7.55394496395742
Rv2071c	8.91318425999026
Rv2072c	18.3008667378088
Rv2073c	11.7415712750999
Rv2077c	290.509787247227
Rv2082	73.3203550678359
Rv2084	26.4541767972385
Rv2085	6.76074942497987
Rv2086	6.11451612363364
Rv2091c	169.31794826178
Rv2093c	58.4897791055106
Rv2094c	95.6848083448186
Rv2097c	141.799672390347
Rv2100	19.7045188402652
Rv2103c	28.7006538908139
Rv2104c	55.9736459818903
Rv2107	4.84288905966925
Rv2108	30.9422694939823
Rv2109c	70.3403286891626
Rv2110c	115.22027997482
Rv2111c	39.1289490476978
Rv2115c	346.047567887085
Rv2116	6.7116445321333
Rv2119	9.82507411865675
Rv2139	41.6245607193113
Rv2142A	60.9560106520187
Rv2142c	16.5518866262238
Rv2151c	18.506151549033
Rv2152c	43.2218020237576
Rv2160A	127.271204113867
Rv2160c	18.046574568822
Rv2162c	699.712664035644
Rv2165c	100.815548055604
Rv2166c	186.690708629658
Rv2172c	131.807222078748
Rv2178c	225.487151666654
Rv2191	25.0276169030387
Rv2204c	483.160744566565
Rv2215	221.353020679152
Rv2224c	153.856824494974
Rv2228c	28.2712976063625
Rv2231c	20.1117254519565
Rv2245	370.157402292375
Rv2250A	21.7819031653101
Rv2251	66.4949497599564
Rv2255c	3.90882766055108
Rv2256c	120.046319167815
Rv2261c	3.98516051665984
Rv2267c	10.4755765954523
Rv2268c	6.43236230536567
Rv2272	6.53676585364722
Rv2276	10.9232378340083
Rv2277c	2.53585926715951
Rv2282c	5.69473464777847
Rv2289	31.1069487966567
Rv2292c	1.78418391497974
Rv2293c	5.28648369515996
Rv2294	17.584461583109
Rv2300c	11.1505932655703
Rv2311	5.51144836193352
Rv2316	4.56257648846599
Rv2317	2.90148735024495
Rv2318	7.3421587886431
Rv2319c	6.32722655898306
Rv2329c	75.7663340326051
Rv2346c	150.69036292411
Rv2348c	52.0807006996204
Rv2366c	53.1041395937415
Rv2367c	42.8497648421932
Rv2368c	110.128101182494
Rv2370c	18.7372299635749
Rv2373c	267.651468629232
Rv2374c	141.102850420768
Rv2378c	17.2654850597155
Rv2385	6.21519029800547
Rv2391	170.156042830807
Rv2397c	38.5319293891854
Rv2408	3.62212313353732
Rv2412	61.9428368973899
Rv2416c	30.2428170824893
Rv2442c	148.779911579943
Rv2457c	271.947598019068
Rv2460c	295.658872259672
Rv2461c	198.740201031327
Rv2462c	236.277654988365
Rv2470	29.9155761033381
Rv2477c	356.308339359774
Rv2482c	40.0908908831782
Rv2485c	7.49697170081341
Rv2494	6.17775225098317
Rv2496c	169.290030893502
Rv2497c	300.660307239202
Rv2507	23.1538702388162
Rv2516c	48.7842060517137
Rv2517c	41.1956809223369
Rv2524c	1334.73508317048
Rv2527	15.4133525769659
Rv2529	11.0373641706554
Rv2534c	98.007471337151
Rv2540c	290.442659162633
Rv2544	4.44053366081459
Rv2546	2.23961549346546
Rv2547	10.2248848915588
Rv2548A	28.9996865429116
Rv2555c	757.224586268605
Rv2556c	74.8220425935076
Rv2560	14.6336937498153
Rv2566	59.7962390492481
Rv2569c	13.4686404218777
Rv2571c	22.8039088458779
Rv2573	6.19118379628302
Rv2576c	63.8117318714893
Rv2577	8.74570195931984
Rv2578c	5.89158490144623
Rv2588c	42.7504119464457
Rv2592c	24.5909207278255
Rv2593c	16.874969990222
Rv2595	19.0339112976549
Rv2599	3.10637892528553
Rv2601	12.9069960008372
Rv2601A	30.1267839637699
Rv2602	33.7665404859882
Rv2619c	10.8661703668791
Rv2624c	42.1677450572886
Rv2625c	13.4520177740046
Rv2639c	15.9055600478246
Rv2640c	28.1681269171132
Rv2641	152.77741467792
Rv2642	67.5086523944327
Rv2643	116.903860460197
Rv2653c	3.95167400608472
Rv2658c	19.2052944789704
Rv2659c	60.1252415156527
Rv2662	8.13712861942976
Rv2668	7.75267874410181
Rv2670c	11.9820239526084
Rv2676c	48.22772547016
Rv2693c	35.3204049107164
Rv2694c	127.57003291538
Rv2703	350.11256984768
Rv2704	21.7607702250731
Rv2707	143.902605655627
Rv2708c	29.0091497246283
Rv2709	25.4397756250442
Rv2710	1957.56621401304
Rv2711	376.78053713768
Rv2719c	16.6554765011696
Rv2730	7.03076620197538
Rv2737A	1.17850666044384
Rv2739c	25.8778478181782
Rv2744c	719.99107609896
Rv2745c	359.38858173507
Rv2748c	210.498111965116
Rv2749	14.531798357071
Rv2754c	9.43421419079602
Rv2755c	5.62073804562825
Rv2777c	202.523403977932
Rv2783c	458.743138068956
Rv2784c	37.1880818697831
Rv2785c	71.4984041574264
Rv2787	34.1064667771958
Rv2791c	637.635909727986
Rv2797c	27.7213560541443
Rv2801A	15.4785125609219
Rv2803	6.01415836682265
Rv2804c	5.91026848697166
Rv2807	6.02503030475021
Rv2810c	5.55938928820122
Rv2811	4.71809225660744
Rv2812	7.00484598359461
Rv2813	6.09351592888131
Rv2820c	8.95296000237275
Rv2822c	5.1731733281933
Rv2830c	8.33375364089652
Rv2833c	11.0471957535454
Rv2840c	223.440071654376
Rv2841c	65.8885592859057
Rv2842c	57.5173036547978
Rv2846c	567.709206718667
Rv2851c	28.9501950833242
Rv2855	21.5987192029792
Rv2861c	144.712049117921
Rv2865	24.4162897236747
Rv2868c	223.925065108343
Rv2871	15.6190879065065
Rv2879c	100.287837365307
Rv2886c	21.3173255571426
Rv2887	18.6905576744596
Rv2889c	163.947811294172
Rv2890c	230.795078274857
Rv2891	3.02783937061148
Rv2904c	173.412078954214
Rv2912c	130.23454503724
Rv2913c	459.044741851302
Rv2925c	66.2489954002013
Rv2926c	114.56562899503
Rv2929	13.8165238559617
Rv2930	772.960243353285
Rv2934	279.056900179125
Rv2937	21.7309572048015
Rv2939	47.5416512524372
Rv2941	369.036832465961
Rv2944	5.48762516733895
Rv2946c	252.829265846167
Rv2961	5.37238520005929
Rv2964	7.50558315314863
Rv2966c	8.97464317157199
Rv2970A	15.2982324885791
Rv2970c	57.0828089389781
Rv2974c	21.1713168939609
Rv2975c	6.69490269119336
Rv2983	8.99428152001675
Rv2985	20.0752575075143
Rv2986c	242.252075109403
Rv2987c	73.1713213768741
Rv2988c	239.945868393108
Rv2997	16.4930633269872
Rv2998A	1.59819597482274
Rv2999	9.83642449549709
Rv3000	5.45677405382123
Rv3002c	56.674991514773
Rv3010c	54.9688003023279
Rv3030	21.3151900362076
Rv3032	33.9634731023391
Rv3041c	22.7030490490545
Rv3051c	1050.48037511668
Rv3052c	285.81621312055
Rv3053c	129.842626362032
Rv3055	22.738133252515
Rv3060c	124.977292706758
Rv3061c	195.591535789062
Rv3064c	9.89036753784655
Rv3065	41.1286525099431
Rv3067	15.9128171172938
Rv3071	10.3208865760804
Rv3076	18.6057449043482
Rv3084	5.69924869850128
Rv3087	13.058834932435
Rv3088	13.3638540080692
Rv3090	8.61406308287448
Rv3095	61.2801204775325
Rv3105c	124.940645480968
Rv3109	5.61236214730036
Rv3110	2.36579222028213
Rv3113	4.37039126642069
Rv3122	39.8401577567277
Rv3125c	10.0129872182804
Rv3130c	175.490734334522
Rv3139	180.149934833798
Rv3140	231.812942946589
Rv3141	64.6641009239504
Rv3143	6.23587203486836
Rv3146	20.4031636458339
Rv3148	33.9906817569294
Rv3149	29.2048597905684
Rv3150	45.4897672809294
Rv3152	26.3374553818629
Rv3156	52.4759672477926
Rv3157	33.7621619956376
Rv3160c	45.0204165387314
Rv3161c	265.386031440454
Rv3162c	6.62950547788213
Rv3163c	7.40120482239505
Rv3173c	57.1177757910782
Rv3175	24.0768707946802
Rv3178	2.97599571018925
Rv3182	32.2803149755404
Rv3191c	7.43461799148208
Rv3192	5.57112270494038
Rv3196	4.4076789203958
Rv3197	257.546684525262
Rv3209	13.0085974518904
Rv3211	296.019791348049
Rv3215	26.5405092404032
Rv3218	16.1988742495587
Rv3219	512.922386343883
Rv3235	4.39830092704226
Rv3240c	519.564644330957
Rv3243c	15.1289093524642
Rv3248c	760.375794962175
Rv3249c	64.0598419160192
Rv3251c	22.8706843703348
Rv3252c	118.539758258972
Rv3257c	136.480574230562
Rv3259	14.5313469739726
Rv3262	26.6597151499866
Rv3263	17.3933117564553
Rv3268	58.3484986332635
Rv3269	57.5699653463055
Rv3270	359.964624564324
Rv3283	125.330542223438
Rv3288c	53.4859266568137
Rv3289c	54.8364120359995
Rv3290c	1011.93877459588
Rv3294c	5.00518450855245
Rv3296	90.7325582689498
Rv3308	24.5402299623172
Rv3312A	10.7887143547116
Rv3313c	9.30533082968027
Rv3315c	4.31273795878163
Rv3319	16.9264700369008
Rv3324c	5.90165483712496
Rv3327	10.5705486769428
Rv3329	24.9901492180586
Rv3330	23.3362534506118
Rv3332	22.3901471689939
Rv3335c	15.5307504664846
Rv3343c	190.442567505528
Rv3349c	7.97267638109524
Rv3351c	4.53827560407954
Rv3352c	2.22382605919562
Rv3353c	2.84047318041151
Rv3366	4.95001213867569
Rv3371	20.727493389846
Rv3373	11.5376336572589
Rv3379c	12.7836719429047
Rv3385c	82.2858505113964
Rv3387	5.10913095896077
Rv3393	11.2077397052829
Rv3394c	14.5106517564257
Rv3395A	4.32280710201787
Rv3398c	7.44913144953516
Rv3405c	17.8128260780296
Rv3406	56.2799878537226
Rv3407	223.437111415274
Rv3408	157.593774180079
Rv3412	101.15835486184
Rv3417c	2279.56503153086
Rv3418c	3062.33302362031
Rv3420c	73.55710343127
Rv3427c	7.76314156606283
Rv3428c	4.65272833995019
Rv3432c	19.8016856834815
Rv3443c	153.67392531751
Rv3446c	8.05049356061513
Rv3447c	13.5496346593921
Rv3448	7.91380670736881
Rv3451	45.8202012011619
Rv3454	9.26290156316411
Rv3460c	99.0049121249195
Rv3461c	67.4331008551548
Rv3469c	5.75620190541573
Rv3473c	3.28069926777353
Rv3489	33.0275377166416
Rv3492c	11.1580007070304
Rv3494c	24.5749103721768
Rv3496c	35.7327598657863
Rv3503c	31.0550767961774
Rv3504	106.594816767691
Rv3513c	5.56550516751282
Rv3515c	160.992311049904
Rv3516	31.1117830060617
Rv3520c	117.871050921419
Rv3523	35.7444538746355
Rv3526	296.386628828143
Rv3527	36.4370807006567
Rv3534c	74.8945473651168
Rv3535c	90.9597060273976
Rv3536c	142.66699562416
Rv3537	138.901788861957
Rv3541c	6.33692323223811
Rv3545c	47.6025320503734
Rv3554	32.7330550439628
Rv3555c	14.5511119589306
Rv3557c	23.3652979849207
Rv3564	7.21488454871955
Rv3565	8.58904551310163
Rv3569c	54.2559767895971
Rv3570c	149.425930808272
Rv3571	112.932102412481
Rv3574	28.4734059299213
Rv3575c	28.5224331370951
Rv3578	14.5654715068128
Rv3581c	175.176756623519
Rv3582c	244.006233127167
Rv3583c	824.414801782299
Rv3594	17.7082460322393
Rv3596c	1844.96397942796
Rv3597c	621.639540474589
Rv3600c	195.049858024434
Rv3610c	383.93505225127
Rv3611	4.98034922507316
Rv3618	10.2336922865909
Rv3632	7.07003667659346
Rv3638	2.40922995349253
Rv3642c	27.1593277424536
Rv3648c	57.9153315920661
Rv3649	22.7466293845272
Rv3662c	8.97385971385485
Rv3663c	23.4513248598922
Rv3664c	6.83253780926908
Rv3666c	31.8284968086468
Rv3668c	30.7051034775839
Rv3677c	49.6046965977064
Rv3678A	31.041369863231
Rv3681c	33.5179164730725
Rv3685c	25.7036513495212
Rv3688c	25.9949297797896
Rv3690	10.5120331700613
Rv3691	20.6809313501508
Rv3692	24.1070183094667
Rv3693	20.5851283054077
Rv3698	9.03055606019924
Rv3700c	12.6938498989851
Rv3710	147.742339858568
Rv3716c	55.5752304971482
Rv3722c	176.627337542411
Rv3723	81.3561968201078
Rv3724A	10.7576717864316
Rv3724B	25.1752251092625
Rv3729	42.4287200196277
Rv3756c	6.54454568139557
Rv3767c	44.3242095985634
Rv3770A	2.02419935815595
Rv3772	17.7234407852449
Rv3775	29.9276483517462
Rv3787c	12.436388879538
Rv3789	4.71029551362549
Rv3792	41.6371396836913
Rv3793	92.0689710408164
Rv3795	125.160949532725
Rv3796	16.6806018306906
Rv3801c	968.236118471541
Rv3802c	166.642201987204
Rv3804c	729.728269584391
Rv3824c	79.5775940809133
Rv3831	7.38557246762614
Rv3837c	92.6982613370289
Rv3839	4.29692490375225
Rv3840	3.63604697481465
Rv3841	484.610798101639
Rv3845	4.14977304803352
Rv3850	72.1692000517493
Rv3854c	352.933512598863
Rv3855	75.770072432255
Rv3862c	1257.03785936349
Rv3863	190.226558812806
Rv3864	1466.60442405576
Rv3865	151.220298806188
Rv3866	250.492566070018
Rv3867	139.238822510026
Rv3868	290.928477563805
Rv3869	118.814652949896
Rv3872	571.163912719648
Rv3873	2559.8005973082
Rv3874	2619.22003479159
Rv3875	3003.41074877287
