Rv0005	Rv0684	836.9026587859637
Rv0005	Rv1392	343.5434931262278
Rv0005	Rv1821	468.59827400516207
Rv0005	Rv2038c	56.10091469264575
Rv0005	Rv2397c	142.79359295162405
Rv0005	Rv2460c	395.54264324458995
Rv0005	Rv2461c	324.2953725127932
Rv0005	Rv2748c	333.7505465227651
Rv0005	Rv2879c	230.36798816156002
Rv0005	Rv2890c	349.47100237042434
Rv0005	Rv3105c	257.1282691624513
Rv0005	Rv3109	54.49723803617782
Rv0005	Rv3211	395.7839945356791
Rv0005	Rv3240c	524.3455865611337
Rv0005	Rv3663c	111.39928343773606
Rv0006	Rv0350	2036.5170006532448
Rv0006	Rv0352	844.1696704125894
Rv0006	Rv0384c	1828.9911983848053
Rv0006	Rv0440	2848.2191063295336
Rv0006	Rv0700	355.4109999115923
Rv0006	Rv1297	508.71722232254194
Rv0006	Rv1392	318.95753383321266
Rv0006	Rv1821	435.06267132316054
Rv0006	Rv2038c	52.08600877088663
Rv0006	Rv2215	317.754523655837
Rv0006	Rv2373c	349.4087801280325
Rv0006	Rv2397c	132.57445757617373
Rv0006	Rv2460c	367.23532402579764
Rv0006	Rv2461c	301.08692005468436
Rv0006	Rv2748c	309.86542712737224
Rv0006	Rv2855	99.25763475488833
Rv0006	Rv2890c	324.4608362334354
Rv0006	Rv3240c	486.82038377137377
Rv0006	Rv3313c	65.15041104161135
Rv0006	Rv3417c	1019.7058718304753
Rv0006	Rv3443c	264.7580361889995
Rv0006	Rv3596c	917.3664963976007
Rv0006	Rv3663c	103.42690642384541
Rv0009	Rv0015c	98.1226897863708
Rv0009	Rv2115c	198.5390044570255
Rv0009	Rv3610c	209.12541459052656
Rv0015c	Rv0752c	147.70283140048394
Rv0015c	Rv0873	128.31702915099387
Rv0015c	Rv0975c	25.433989251026546
Rv0015c	Rv3010c	68.16321913916575
Rv0015c	Rv3139	123.3981769311523
Rv0015c	Rv3140	139.97823148757175
Rv0118c	Rv0440	707.9840020276582
Rv0118c	Rv0641	104.323757326223
Rv0118c	Rv0672	93.51651463357548
Rv0118c	Rv0683	74.09675914076456
Rv0118c	Rv0701	90.15745111573537
Rv0118c	Rv1630	125.26096013358844
Rv0118c	Rv1643	59.897260594593476
Rv0118c	Rv1821	108.14386101536736
Rv0118c	Rv2215	78.98448501392211
