node1	node2
Rv0880	Rv3587c
Rv0880	Rv3597c
Rv0880	Rv3616c
Rv0880	Rv3661
Rv0880	Rv3682
Rv0880	Rv3728
Rv0880	Rv3827c
Rv0880	Rv3828c
Rv0880	Rv3829c
Rv0891c	Rv0350
Rv0891c	Rv0351
Rv0891c	Rv0700
Rv0891c	Rv0701
Rv0891c	Rv0702
Rv0891c	Rv0703
Rv0891c	Rv0790c
Rv0891c	Rv0791c
Rv0891c	Rv0792c
Rv0891c	Rv1049
Rv0891c	Rv1216c
Rv0891c	Rv1217c
Rv0891c	Rv1218c
Rv0891c	Rv1219c
Rv0891c	Rv1297
Rv0891c	Rv1665
Rv0891c	Rv1682
Rv0891c	Rv1847
Rv0891c	Rv2034
Rv0891c	Rv2035
Rv0891c	Rv2036
Rv0891c	Rv2336
Rv0891c	Rv2516c
Rv0891c	Rv2517c
Rv0891c	Rv2641
Rv0891c	Rv2780
Rv0891c	Rv3177
Rv0891c	Rv3587c
Rv0891c	Rv3661
Rv0891c	Rv3728
Rv0891c	Rv3827c
Rv0891c	Rv3828c
Rv0891c	Rv3829c
Rv0894	Rv0022c
Rv0894	Rv0232
Rv0894	Rv0233
Rv0894	Rv0350
Rv0894	Rv0351
Rv0894	Rv0597c
Rv0894	Rv0672
Rv0894	Rv0673
Rv0894	Rv0674
Rv0894	Rv0675
Rv0894	Rv0700
Rv0894	Rv0701
Rv0894	Rv0702
Rv0894	Rv0703
Rv0894	Rv0793
Rv0894	Rv0824c
Rv0894	Rv0960
Rv0894	Rv1216c
Rv0894	Rv1217c
Rv0894	Rv1218c
Rv0894	Rv1219c
Rv0894	Rv1297
Rv0894	Rv1682
Rv0894	Rv1702c
Rv0894	Rv1909c
Rv0894	Rv2011c
Rv0894	Rv2034
Rv0894	Rv2035
Rv0894	Rv2036
Rv0894	Rv2498c
Rv0894	Rv2499c
Rv0894	Rv2500c
Rv0894	Rv2501c
Rv0894	Rv2502c
Rv0894	Rv2503c
Rv0894	Rv2504c
Rv0894	Rv2516c
Rv0894	Rv2517c
Rv0894	Rv2617c
Rv0894	Rv2780
Rv0894	Rv2990c
Rv0894	Rv3160c
Rv0894	Rv3161c
Rv0894	Rv3176c
Rv0894	Rv3177
Rv0894	Rv3260c
Rv0894	Rv3269
Rv0894	Rv3270
Rv0894	Rv3290c
Rv0894	Rv3504
Rv0894	Rv3587c
Rv0894	Rv3597c
Rv0894	Rv3616c
Rv0894	Rv3682
Rv0894	Rv3797
Rv0894	Rv3827c
Rv0894	Rv3828c
Rv0894	Rv3829c
Rv0967	Rv0232
Rv0967	Rv0233
Rv0967	Rv0768
Rv0967	Rv0790c
Rv0967	Rv0791c
Rv0967	Rv0792c
Rv0967	Rv0793
Rv0967	Rv0824c
Rv0967	Rv1049
Rv0967	Rv1216c
Rv0967	Rv1217c
Rv0967	Rv1218c
Rv0967	Rv1219c
Rv0967	Rv1297
Rv0967	Rv1403c
Rv0967	Rv1429
Rv0967	Rv2034
Rv0967	Rv2035
Rv0967	Rv2036
Rv0967	Rv2641
Rv0967	Rv2990c
Rv0967	Rv3082c
Rv0967	Rv3160c
Rv0967	Rv3161c
Rv0967	Rv3176c
Rv0967	Rv3177
Rv0967	Rv3260c
Rv0967	Rv3269
Rv0967	Rv3270
Rv0967	Rv3290c
Rv0967	Rv3587c
Rv0967	Rv3597c
Rv0967	Rv3616c
Rv0967	Rv3682
Rv0967	Rv3827c
Rv0967	Rv3828c
Rv0967	Rv3829c
Rv0981	Rv0672
Rv0981	Rv0673
Rv0981	Rv0674
Rv0981	Rv0675
Rv0981	Rv0793
Rv0981	Rv0960
Rv0981	Rv1216c
Rv0981	Rv1217c
Rv0981	Rv1218c
Rv0981	Rv1219c
Rv0981	Rv1682
Rv0981	Rv1702c
Rv0981	Rv1847
Rv0981	Rv1909c
Rv0981	Rv1989c
Rv0981	Rv1990c
Rv0981	Rv2011c
Rv0981	Rv2034
Rv0981	Rv2035
Rv0981	Rv2036
Rv0981	Rv2525c
Rv0981	Rv2617c
Rv0981	Rv2641
Rv0981	Rv2780
Rv0981	Rv2990c
Rv0981	Rv3177
Rv0981	Rv3269
Rv0981	Rv3270
Rv0981	Rv3290c
Rv0981	Rv3504
Rv0981	Rv3587c
Rv0981	Rv3597c
Rv0981	Rv3661
Rv0981	Rv3682
Rv0981	Rv3728
Rv0981	Rv3827c
Rv0981	Rv3828c
Rv0981	Rv3829c
Rv0981	Rv3849
Rv1019	Rv0077c
Rv1019	Rv0790c
Rv1019	Rv0791c
Rv1019	Rv0792c
Rv1019	Rv0793
Rv1019	Rv1216c
Rv1019	Rv1217c
Rv1019	Rv1218c
Rv1019	Rv1219c
Rv1019	Rv1702c
Rv1019	Rv2011c
Rv1019	Rv2617c
Rv1019	Rv2780
Rv1019	Rv2990c
Rv1019	Rv3160c
Rv1019	Rv3161c
Rv1019	Rv3177
Rv1019	Rv3269
Rv1019	Rv3270
Rv1019	Rv3682
Rv1019	Rv3827c
Rv1019	Rv3828c
Rv1019	Rv3829c
Rv1027c	Rv0069c
Rv1027c	Rv0070c
Rv1027c	Rv0102
Rv1027c	Rv0793
Rv1027c	Rv1909c
Rv1027c	Rv2011c
Rv1027c	Rv2641
Rv1027c	Rv2990c
Rv1027c	Rv3160c
Rv1027c	Rv3161c
Rv1027c	Rv3260c
Rv1027c	Rv3290c
Rv1027c	Rv3587c
Rv1027c	Rv3616c
Rv1027c	Rv3682
Rv1027c	Rv3839
Rv1033c	Rv0020c
Rv1033c	Rv0077c
Rv1033c	Rv0244c
Rv1033c	Rv0350
Rv1033c	Rv0351
Rv1033c	Rv0474
Rv1033c	Rv0700
Rv1033c	Rv0701
Rv1033c	Rv0702
Rv1033c	Rv0703
Rv1033c	Rv0793
Rv1033c	Rv0824c
Rv1033c	Rv1049
Rv1033c	Rv1216c
Rv1033c	Rv1217c
Rv1033c	Rv1218c
Rv1033c	Rv1219c
Rv1033c	Rv1665
Rv1033c	Rv1682
Rv1033c	Rv1702c
Rv1033c	Rv1847
Rv1033c	Rv1909c
Rv1033c	Rv1989c
Rv1033c	Rv1990c
Rv1033c	Rv2011c
Rv1033c	Rv2034
Rv1033c	Rv2035
Rv1033c	Rv2036
Rv1033c	Rv2641
Rv1033c	Rv2780
Rv1033c	Rv3160c
Rv1033c	Rv3161c
Rv1033c	Rv3176c
Rv1033c	Rv3177
Rv1033c	Rv3290c
Rv1033c	Rv3394c
Rv1033c	Rv3395c
Rv1033c	Rv3504
Rv1033c	Rv3587c
Rv1033c	Rv3661
Rv1033c	Rv3682
Rv1033c	Rv3728
Rv1033c	Rv3827c
Rv1033c	Rv3828c
Rv1033c	Rv3829c
Rv1049	Rv0077c
Rv1049	Rv0233
Rv1049	Rv0350
Rv1049	Rv0351
Rv1049	Rv0474
Rv1049	Rv0768
Rv1049	Rv0790c
Rv1049	Rv0791c
Rv1049	Rv0792c
Rv1049	Rv0793
Rv1049	Rv0812
Rv1049	Rv1216c
Rv1049	Rv1217c
Rv1049	Rv1218c
Rv1049	Rv1219c
Rv1049	Rv1989c
Rv1049	Rv1990c
Rv1049	Rv2011c
Rv1049	Rv2034
Rv1049	Rv2035
Rv1049	Rv2036
Rv1049	Rv2780
Rv1049	Rv3177
Rv1049	Rv3260c
Rv1049	Rv3504
Rv1049	Rv3587c
Rv1049	Rv3597c
Rv1049	Rv3661
Rv1049	Rv3682
Rv1049	Rv3827c
Rv1049	Rv3828c
Rv1049	Rv3829c
Rv1129c	Rv0001
Rv1129c	Rv0244c
Rv1129c	Rv0700
Rv1129c	Rv0701
Rv1129c	Rv0702
Rv1129c	Rv0703
Rv1129c	Rv0793
Rv1129c	Rv1216c
Rv1129c	Rv1217c
Rv1129c	Rv1218c
Rv1129c	Rv1219c
Rv1129c	Rv1375
Rv1129c	Rv1376
Rv1129c	Rv1665
Rv1129c	Rv1682
Rv1129c	Rv1702c
Rv1129c	Rv1714
Rv1129c	Rv1715
Rv1129c	Rv1716
Rv1129c	Rv1717
Rv1129c	Rv1820
Rv1129c	Rv1821
Rv1129c	Rv1847
Rv1129c	Rv1909c
Rv1129c	Rv2011c
Rv1129c	Rv2516c
Rv1129c	Rv2517c
Rv1129c	Rv2990c
Rv1129c	Rv3160c
Rv1129c	Rv3161c
Rv1129c	Rv3176c
Rv1129c	Rv3177
Rv1129c	Rv3260c
Rv1129c	Rv3290c
Rv1129c	Rv3587c
Rv1129c	Rv3597c
Rv1129c	Rv3616c
Rv1129c	Rv3661
Rv1129c	Rv3682
Rv1129c	Rv3827c
Rv1129c	Rv3828c
Rv1129c	Rv3829c
Rv1151c	Rv0350
Rv1151c	Rv0351
Rv1151c	Rv0474
Rv1151c	Rv0700
Rv1151c	Rv0701
Rv1151c	Rv0702
Rv1151c	Rv0703
Rv1151c	Rv0824c
Rv1151c	Rv1216c
Rv1151c	Rv1217c
Rv1151c	Rv1218c
Rv1151c	Rv1219c
Rv1151c	Rv1665
Rv1151c	Rv1682
Rv1151c	Rv2617c
Rv1151c	Rv2945c
Rv1151c	Rv2990c
Rv1151c	Rv3160c
Rv1151c	Rv3161c
Rv1151c	Rv3177
Rv1151c	Rv3260c
Rv1151c	Rv3290c
Rv1151c	Rv3567c
Rv1151c	Rv3568c
Rv1151c	Rv3569c
Rv1151c	Rv3570c
Rv1151c	Rv3597c
Rv1151c	Rv3616c
Rv1151c	Rv3682
Rv1151c	Rv3827c
Rv1151c	Rv3828c
Rv1151c	Rv3829c
Rv1152	Rv0244c
Rv1152	Rv0280
Rv1152	Rv0331
Rv1152	Rv0350
Rv1152	Rv0351
Rv1152	Rv0700
Rv1152	Rv0701
Rv1152	Rv0702
Rv1152	Rv0703
Rv1152	Rv0768
Rv1152	Rv0793
Rv1152	Rv0824c
Rv1152	Rv0839
Rv1152	Rv0960
Rv1152	Rv1006
Rv1152	Rv1049
Rv1152	Rv1194c
Rv1152	Rv1216c
Rv1152	Rv1217c
Rv1152	Rv1218c
Rv1152	Rv1219c
Rv1152	Rv1403c
Rv1152	Rv1665
Rv1152	Rv1702c
Rv1152	Rv1714
Rv1152	Rv1715
Rv1152	Rv1716
Rv1152	Rv1717
Rv1152	Rv1936
Rv1152	Rv1937
Rv1152	Rv1938
Rv1152	Rv1939
Rv1152	Rv1940
Rv1152	Rv1941
Rv1152	Rv1989c
Rv1152	Rv1990c
Rv1152	Rv2011c
Rv1152	Rv2034
Rv1152	Rv2035
Rv1152	Rv2036
Rv1152	Rv2336
Rv1152	Rv2498c
Rv1152	Rv2499c
Rv1152	Rv2500c
Rv1152	Rv2501c
Rv1152	Rv2502c
Rv1152	Rv2503c
Rv1152	Rv2504c
Rv1152	Rv2525c
Rv1152	Rv2780
Rv1152	Rv2990c
Rv1152	Rv3049c
Rv1152	Rv3176c
Rv1152	Rv3177
Rv1152	Rv3229c
Rv1152	Rv3260c
Rv1152	Rv3290c
Rv1152	Rv3394c
Rv1152	Rv3395c
Rv1152	Rv3587c
Rv1152	Rv3597c
Rv1152	Rv3616c
Rv1152	Rv3661
Rv1152	Rv3827c
Rv1152	Rv3828c
Rv1152	Rv3829c
Rv1152	Rv3831
Rv1152	Rv3839
Rv1189	Rv0001
Rv1189	Rv0077c
Rv1189	Rv0122
Rv1189	Rv0123
Rv1189	Rv0188
Rv1189	Rv0282
Rv1189	Rv0283
Rv1189	Rv0284
Rv1189	Rv0285
Rv1189	Rv0286
Rv1189	Rv0328
Rv1189	Rv0700
Rv1189	Rv0701
Rv1189	Rv0702
Rv1189	Rv0703
Rv1189	Rv0768
Rv1189	Rv0793
Rv1189	Rv0960
Rv1189	Rv1149
Rv1189	Rv1216c
Rv1189	Rv1217c
Rv1189	Rv1218c
Rv1189	Rv1219c
Rv1189	Rv1297
Rv1189	Rv1500
Rv1189	Rv1501
Rv1189	Rv1702c
Rv1189	Rv1703c
Rv1189	Rv1827
Rv1189	Rv1828
Rv1189	Rv1989c
Rv1189	Rv1990c
Rv1189	Rv1994c
Rv1189	Rv2011c
Rv1189	Rv2034
Rv1189	Rv2035
Rv1189	Rv2036
Rv1189	Rv2082
Rv1189	Rv2083
Rv1189	Rv2084
Rv1189	Rv2185c
Rv1189	Rv2617c
Rv1189	Rv2990c
Rv1189	Rv3160c
Rv1189	Rv3161c
Rv1189	Rv3177
Rv1189	Rv3260c
Rv1189	Rv3269
Rv1189	Rv3270
Rv1189	Rv3290c
Rv1189	Rv3504
Rv1189	Rv3587c
Rv1189	Rv3597c
Rv1189	Rv3616c
Rv1189	Rv3682
Rv1189	Rv3728
Rv1189	Rv3827c
Rv1189	Rv3828c
Rv1189	Rv3829c
Rv1189	Rv3875
Rv1219c	Rv0319
Rv1219c	Rv0672
Rv1219c	Rv0673
Rv1219c	Rv0674
Rv1219c	Rv0675
Rv1219c	Rv0768
Rv1219c	Rv0875c
Rv1219c	Rv0876c
Rv1219c	Rv1477
Rv1219c	Rv1478
Rv1219c	Rv1520
Rv1219c	Rv1687c
Rv1219c	Rv1702c
Rv1219c	Rv2011c
Rv1219c	Rv2336
Rv1219c	Rv2498c
Rv1219c	Rv2499c
Rv1219c	Rv2500c
Rv1219c	Rv2501c
Rv1219c	Rv2502c
Rv1219c	Rv2503c
Rv1219c	Rv2504c
Rv1219c	Rv2990c
Rv1219c	Rv3107c
Rv1219c	Rv3260c
Rv1219c	Rv3290c
Rv1219c	Rv3334
Rv1219c	Rv3504
Rv1219c	Rv3587c
Rv1219c	Rv3597c
Rv1219c	Rv3616c
Rv1219c	Rv3682
Rv1219c	Rv3827c
Rv1219c	Rv3828c
Rv1219c	Rv3829c
Rv1221	Rv0232
Rv1221	Rv0233
Rv1221	Rv0350
Rv1221	Rv0351
Rv1221	Rv0474
Rv1221	Rv0960
Rv1221	Rv1216c
Rv1221	Rv1217c
Rv1221	Rv1218c
Rv1221	Rv1219c
Rv1221	Rv1702c
Rv1221	Rv1847
Rv1221	Rv2011c
Rv1221	Rv2617c
Rv1221	Rv3177
Rv1221	Rv3290c
Rv1221	Rv3504
Rv1221	Rv3616c
Rv1221	Rv3661
Rv1221	Rv3682
Rv1221	Rv3827c
Rv1221	Rv3828c
Rv1221	Rv3829c
Rv1255c	Rv0198c
Rv1255c	Rv0232
Rv1255c	Rv0233
Rv1255c	Rv0244c
Rv1255c	Rv0350
Rv1255c	Rv0351
Rv1255c	Rv0500A
Rv1255c	Rv0700
Rv1255c	Rv0701
Rv1255c	Rv0702
Rv1255c	Rv0703
Rv1255c	Rv0793
Rv1255c	Rv0839
Rv1255c	Rv0960
Rv1255c	Rv1049
Rv1255c	Rv1216c
Rv1255c	Rv1217c
Rv1255c	Rv1218c
Rv1255c	Rv1219c
Rv1255c	Rv1375
Rv1255c	Rv1376
Rv1255c	Rv1847
Rv1255c	Rv1860
Rv1255c	Rv1909c
Rv1255c	Rv1962c
Rv1255c	Rv2034
Rv1255c	Rv2035
Rv1255c	Rv2036
Rv1255c	Rv2336
Rv1255c	Rv2498c
Rv1255c	Rv2499c
Rv1255c	Rv2500c
Rv1255c	Rv2501c
Rv1255c	Rv2502c
Rv1255c	Rv2503c
Rv1255c	Rv2504c
Rv1255c	Rv2525c
Rv1255c	Rv2617c
Rv1255c	Rv2780
Rv1255c	Rv2990c
Rv1255c	Rv3074
Rv1255c	Rv3160c
Rv1255c	Rv3161c
Rv1255c	Rv3174
Rv1255c	Rv3175
Rv1255c	Rv3176c
Rv1255c	Rv3177
Rv1255c	Rv3260c
Rv1255c	Rv3290c
Rv1255c	Rv3402c
Rv1255c	Rv3504
Rv1255c	Rv3516
Rv1255c	Rv3587c
Rv1255c	Rv3597c
Rv1255c	Rv3616c
Rv1255c	Rv3682
Rv1255c	Rv3728
Rv1255c	Rv3827c
Rv1255c	Rv3828c
Rv1255c	Rv3829c
Rv1255c	Rv3839
Rv1266c	Rv0586
Rv1266c	Rv0587
Rv1266c	Rv0588
Rv1266c	Rv0589
Rv1266c	Rv0590
Rv1266c	Rv0590A
Rv1266c	Rv0591
Rv1266c	Rv0592
Rv1266c	Rv0593
Rv1266c	Rv0594
Rv1266c	Rv0793
Rv1266c	Rv1216c
Rv1266c	Rv1217c
Rv1266c	Rv1218c
Rv1266c	Rv1219c
Rv1266c	Rv1687c
Rv1266c	Rv1702c
Rv1266c	Rv1714
Rv1266c	Rv1715
Rv1266c	Rv1716
Rv1266c	Rv1717
Rv1266c	Rv2011c
Rv1266c	Rv2780
Rv1266c	Rv3160c
Rv1266c	Rv3161c
Rv1266c	Rv3177
Rv1266c	Rv3249c
Rv1266c	Rv3250c
Rv1266c	Rv3251c
Rv1266c	Rv3252c
Rv1266c	Rv3290c
Rv1266c	Rv3661
Rv1266c	Rv3682
Rv1267c	Rv0106
Rv1267c	Rv0136
Rv1267c	Rv0280
Rv1267c	Rv0328
Rv1267c	Rv0350
Rv1267c	Rv0351
Rv1267c	Rv0633c
Rv1267c	Rv1049
Rv1267c	Rv1052
Rv1267c	Rv1194c
Rv1267c	Rv1241
Rv1267c	Rv1242
Rv1267c	Rv1244
Rv1267c	Rv1297
Rv1267c	Rv1514c
Rv1267c	Rv1847
Rv1267c	Rv1921c
Rv1267c	Rv1989c
Rv1267c	Rv1990c
Rv1267c	Rv2011c
Rv1267c	Rv2498c
Rv1267c	Rv2499c
Rv1267c	Rv2500c
Rv1267c	Rv2501c
Rv1267c	Rv2502c
Rv1267c	Rv2503c
Rv1267c	Rv2504c
Rv1267c	Rv2560
Rv1267c	Rv2579
Rv1267c	Rv2641
Rv1267c	Rv2645
Rv1267c	Rv2646
Rv1267c	Rv3074
Rv1267c	Rv3229c
Rv1267c	Rv3260c
Rv1267c	Rv3290c
Rv1267c	Rv3532
Rv1267c	Rv3597c
Rv1267c	Rv3628
Rv1267c	Rv3682
Rv1267c	Rv3776
Rv1267c	Rv3839
Rv1267c	Rv3841
Rv1267c	Rv3916c
Rv1316c	Rv0232
Rv1316c	Rv0233
Rv1316c	Rv0320
Rv1316c	Rv0700
Rv1316c	Rv0701
Rv1316c	Rv0702
Rv1316c	Rv0703
Rv1316c	Rv0768
Rv1316c	Rv0793
Rv1316c	Rv0960
Rv1316c	Rv1049
Rv1316c	Rv1216c
Rv1316c	Rv1217c
Rv1316c	Rv1218c
Rv1316c	Rv1219c
Rv1316c	Rv1297
Rv1316c	Rv1375
Rv1316c	Rv1376
Rv1316c	Rv1682
Rv1316c	Rv1702c
Rv1316c	Rv1714
Rv1316c	Rv1715
Rv1316c	Rv1716
Rv1316c	Rv1717
Rv1316c	Rv1847
Rv1316c	Rv1989c
Rv1316c	Rv1990c
Rv1316c	Rv2011c
Rv1316c	Rv2034
Rv1316c	Rv2035
Rv1316c	Rv2036
Rv1316c	Rv2516c
Rv1316c	Rv2517c
Rv1316c	Rv2641
Rv1316c	Rv2780
Rv1316c	Rv2990c
Rv1316c	Rv3082c
Rv1316c	Rv3160c
Rv1316c	Rv3161c
Rv1316c	Rv3176c
Rv1316c	Rv3177
Rv1316c	Rv3260c
Rv1316c	Rv3269
Rv1316c	Rv3270
Rv1316c	Rv3290c
Rv1316c	Rv3504
Rv1316c	Rv3587c
Rv1316c	Rv3597c
Rv1316c	Rv3616c
Rv1316c	Rv3661
Rv1316c	Rv3682
Rv1316c	Rv3728
Rv1316c	Rv3827c
Rv1316c	Rv3828c
Rv1316c	Rv3829c
Rv1332	Rv0077c
Rv1332	Rv0244c
Rv1332	Rv0317c
Rv1332	Rv0328
Rv1332	Rv0350
Rv1332	Rv0351
Rv1332	Rv0474
Rv1332	Rv0672
Rv1332	Rv0673
Rv1332	Rv0674
Rv1332	Rv0675
Rv1332	Rv0768
Rv1332	Rv0793
Rv1332	Rv0824c
Rv1332	Rv0839
Rv1332	Rv0960
Rv1332	Rv1049
Rv1332	Rv1216c
Rv1332	Rv1217c
Rv1332	Rv1218c
Rv1332	Rv1219c
Rv1332	Rv1297
Rv1332	Rv1375
Rv1332	Rv1376
Rv1332	Rv1682
Rv1332	Rv1687c
Rv1332	Rv1702c
Rv1332	Rv1728c
Rv1332	Rv1729c
Rv1332	Rv1847
Rv1332	Rv1962c
Rv1332	Rv2011c
Rv1332	Rv2034
Rv1332	Rv2035
Rv1332	Rv2036
Rv1332	Rv2115c
Rv1332	Rv2498c
Rv1332	Rv2499c
Rv1332	Rv2500c
Rv1332	Rv2501c
Rv1332	Rv2502c
Rv1332	Rv2503c
Rv1332	Rv2504c
Rv1332	Rv2525c
Rv1332	Rv2617c
Rv1332	Rv2641
Rv1332	Rv2780
Rv1332	Rv2990c
Rv1332	Rv3177
Rv1332	Rv3229c
Rv1332	Rv3260c
Rv1332	Rv3269
Rv1332	Rv3270
Rv1332	Rv3290c
Rv1332	Rv3394c
Rv1332	Rv3395c
Rv1332	Rv3587c
Rv1332	Rv3597c
Rv1332	Rv3616c
Rv1332	Rv3682
Rv1332	Rv3827c
Rv1332	Rv3828c
Rv1332	Rv3829c
Rv1343c	Rv0280
Rv1343c	Rv0331
Rv1343c	Rv0350
Rv1343c	Rv0351
Rv1343c	Rv0474
Rv1343c	Rv0672
Rv1343c	Rv0673
Rv1343c	Rv0674
Rv1343c	Rv0675
Rv1343c	Rv0824c
Rv1343c	Rv0839
Rv1343c	Rv1194c
Rv1343c	Rv1216c
Rv1343c	Rv1217c
Rv1343c	Rv1218c
Rv1343c	Rv1219c
Rv1343c	Rv1297
Rv1343c	Rv1665
Rv1343c	Rv1682
Rv1343c	Rv1936
Rv1343c	Rv1937
Rv1343c	Rv1938
Rv1343c	Rv1939
Rv1343c	Rv1940
Rv1343c	Rv1941
Rv1343c	Rv2011c
Rv1343c	Rv2336
Rv1343c	Rv2498c
Rv1343c	Rv2499c
Rv1343c	Rv2500c
Rv1343c	Rv2501c
Rv1343c	Rv2502c
Rv1343c	Rv2503c
Rv1343c	Rv2504c
Rv1343c	Rv2525c
Rv1343c	Rv2579
Rv1343c	Rv2617c
Rv1343c	Rv2990c
Rv1343c	Rv3176c
Rv1343c	Rv3177
Rv1343c	Rv3269
Rv1343c	Rv3270
Rv1343c	Rv3290c
Rv1343c	Rv3504
Rv1343c	Rv3597c
Rv1343c	Rv3616c
Rv1343c	Rv3661
Rv1343c	Rv3728
Rv1358	Rv0276
Rv1358	Rv0586
Rv1358	Rv0587
Rv1358	Rv0588
Rv1358	Rv0589
Rv1358	Rv0590
Rv1358	Rv0590A
Rv1358	Rv0591
Rv1358	Rv0592
Rv1358	Rv0593
Rv1358	Rv0594
Rv1358	Rv0793
Rv1358	Rv0960
Rv1358	Rv1216c
Rv1358	Rv1217c
Rv1358	Rv1218c
Rv1358	Rv1219c
Rv1358	Rv2011c
Rv1358	Rv2516c
Rv1358	Rv2517c
Rv1358	Rv2617c
Rv1358	Rv2641
Rv1358	Rv2780
Rv1358	Rv3074
Rv1358	Rv3160c
Rv1358	Rv3161c
Rv1358	Rv3177
Rv1358	Rv3249c
Rv1358	Rv3250c
Rv1358	Rv3251c
Rv1358	Rv3252c
Rv1358	Rv3269
Rv1358	Rv3270
Rv1358	Rv3290c
Rv1358	Rv3504
Rv1358	Rv3587c
Rv1358	Rv3597c
Rv1358	Rv3616c
Rv1358	Rv3682
Rv1359	Rv0105c
Rv1359	Rv0118c
Rv1359	Rv0232
Rv1359	Rv0233
Rv1359	Rv0244c
Rv1359	Rv0280
Rv1359	Rv0282
Rv1359	Rv0283
Rv1359	Rv0284
Rv1359	Rv0285
Rv1359	Rv0286
Rv1359	Rv0288
Rv1359	Rv0289
Rv1359	Rv0328
Rv1359	Rv0440
Rv1359	Rv0672
Rv1359	Rv0673
Rv1359	Rv0674
Rv1359	Rv0675
Rv1359	Rv0837c
Rv1359	Rv1216c
Rv1359	Rv1217c
Rv1359	Rv1218c
Rv1359	Rv1219c
Rv1359	Rv1241
Rv1359	Rv1242
Rv1359	Rv1303
Rv1359	Rv1304
Rv1359	Rv1682
Rv1359	Rv1774
Rv1359	Rv1775
Rv1359	Rv1872c
Rv1359	Rv1904
Rv1359	Rv1911c
Rv1359	Rv2011c
Rv1359	Rv2336
Rv1359	Rv2579
Rv1359	Rv2780
Rv1359	Rv2876
Rv1359	Rv2990c
Rv1359	Rv3049c
Rv1359	Rv3174
Rv1359	Rv3175
Rv1359	Rv3176c
Rv1359	Rv3177
Rv1359	Rv3229c
Rv1359	Rv3290c
Rv1359	Rv3504
Rv1359	Rv3587c
Rv1359	Rv3597c
Rv1359	Rv3661
Rv1359	Rv3682
Rv1359	Rv3827c
Rv1359	Rv3828c
Rv1359	Rv3829c
Rv1359	Rv3831
Rv1379	Rv0122
Rv1379	Rv0123
Rv1379	Rv0280
Rv1379	Rv0293c
Rv1379	Rv0309
Rv1379	Rv0331
Rv1379	Rv0581
Rv1379	Rv0582
Rv1379	Rv0623
Rv1379	Rv0624
Rv1379	Rv0700
Rv1379	Rv0701
Rv1379	Rv0702
Rv1379	Rv0703
Rv1379	Rv0768
Rv1379	Rv0790c
Rv1379	Rv0791c
Rv1379	Rv0792c
Rv1379	Rv0960
Rv1379	Rv1168c
Rv1379	Rv1169c
Rv1379	Rv1194c
Rv1379	Rv1241
Rv1379	Rv1242
Rv1379	Rv1533
Rv1379	Rv1534
Rv1379	Rv1576c
Rv1379	Rv1577c
Rv1379	Rv1665
Rv1379	Rv1909c
Rv1379	Rv2011c
Rv1379	Rv2034
Rv1379	Rv2035
Rv1379	Rv2036
Rv1379	Rv2336
Rv1379	Rv2516c
Rv1379	Rv2517c
Rv1379	Rv2525c
Rv1379	Rv2560
Rv1379	Rv2780
Rv1379	Rv3001c
Rv1379	Rv3176c
Rv1379	Rv3219
Rv1379	Rv3394c
Rv1379	Rv3395c
Rv1379	Rv3755c
Rv1379	Rv3756c
Rv1379	Rv3757c
Rv1379	Rv3758c
Rv1379	Rv3759c
Rv1379	Rv3827c
Rv1379	Rv3828c
Rv1379	Rv3829c
Rv1395	Rv0022c
Rv1395	Rv0077c
Rv1395	Rv0244c
Rv1395	Rv0320
Rv1395	Rv0515
Rv1395	Rv0672
Rv1395	Rv0673
Rv1395	Rv0674
Rv1395	Rv0675
Rv1395	Rv0700
Rv1395	Rv0701
Rv1395	Rv0702
Rv1395	Rv0703
Rv1395	Rv0768
Rv1395	Rv0793
Rv1395	Rv1049
Rv1395	Rv1241
Rv1395	Rv1242
Rv1395	Rv1502
Rv1395	Rv1646
Rv1395	Rv1665
Rv1395	Rv1682
Rv1395	Rv1847
Rv1395	Rv1909c
Rv1395	Rv1936
Rv1395	Rv1937
Rv1395	Rv1938
Rv1395	Rv1939
Rv1395	Rv1940
Rv1395	Rv1941
Rv1395	Rv1989c
Rv1395	Rv1990c
Rv1395	Rv2336
Rv1395	Rv2498c
Rv1395	Rv2499c
Rv1395	Rv2500c
Rv1395	Rv2501c
Rv1395	Rv2502c
Rv1395	Rv2503c
Rv1395	Rv2504c
Rv1395	Rv2516c
Rv1395	Rv2517c
Rv1395	Rv2579
Rv1395	Rv2745c
Rv1395	Rv2780
Rv1395	Rv2990c
Rv1395	Rv3021c
Rv1395	Rv3022A
Rv1395	Rv3022c
Rv1395	Rv3049c
Rv1395	Rv3074
Rv1395	Rv3176c
Rv1395	Rv3177
Rv1395	Rv3229c
Rv1395	Rv3290c
Rv1395	Rv3484
Rv1395	Rv3504
Rv1395	Rv3587c
Rv1395	Rv3597c
Rv1395	Rv3661
Rv1395	Rv3682
Rv1395	Rv3776
Rv1395	Rv3827c
Rv1395	Rv3828c
Rv1395	Rv3829c
Rv1404	Rv0077c
Rv1404	Rv0143c
Rv1404	Rv0672
Rv1404	Rv0673
Rv1404	Rv0674
Rv1404	Rv0675
Rv1404	Rv0790c
Rv1404	Rv0791c
Rv1404	Rv0792c
Rv1404	Rv1216c
Rv1404	Rv1217c
Rv1404	Rv1218c
Rv1404	Rv1219c
Rv1404	Rv1702c
