node1	node2
Rv0421c	Rv3265c
Rv0422c	Rv1265
Rv0422c	Rv2409c
Rv0422c	Rv2547
Rv0424c	Rv1960c
Rv0424c	Rv3022c
Rv0425c	Rv1257c
Rv0425c	Rv3890c
Rv0426c	Rv1960c
Rv0427c	Rv0871
Rv0427c	Rv1097c
Rv0427c	Rv1532c
Rv0427c	Rv1714
Rv0427c	Rv1958c
Rv0427c	Rv2250c
Rv0427c	Rv2696c
Rv0427c	Rv2986c
Rv0427c	Rv3076
Rv0427c	Rv3088
Rv0428c	Rv1991c
Rv0429c	Rv2071c
Rv0429c	Rv2282c
Rv0429c	Rv2867c
Rv0429c	Rv2962c
Rv0430	Rv0682
Rv0430	Rv0992c
Rv0430	Rv3753c
Rv0431	Rv2292c
Rv0432	Rv1157c
Rv0432	Rv1533
Rv0432	Rv2336
Rv0432	Rv2383c
Rv0432	Rv2708c
Rv0432	Rv2773c
Rv0432	Rv3319
Rv0433	Rv2653c
Rv0433	Rv2765
Rv0433	Rv3416
Rv0434	Rv2665
Rv0434	Rv2817c
Rv0434	Rv3416
Rv0434	Rv3544c
Rv0437c	Rv1149
Rv0437c	Rv3304
Rv0438c	Rv1321
Rv0438c	Rv2728c
Rv0439c	Rv2256c
Rv0440	Rv1088
Rv0440	Rv1188
Rv0440	Rv2960c
Rv0440	Rv3272
Rv0441c	Rv1884c
Rv0441c	Rv3136
Rv0442c	Rv3141
Rv0443	Rv1129c
Rv0443	Rv1298
Rv0444c	Rv0445c
Rv0445c	Rv0721
Rv0445c	Rv1051c
Rv0445c	Rv1705c
Rv0445c	Rv2170
Rv0445c	Rv2540c
Rv0445c	Rv2585c
Rv0445c	Rv2653c
Rv0445c	Rv3474
Rv0447c	Rv0569
Rv0447c	Rv1144
Rv0447c	Rv1601
Rv0447c	Rv2825c
Rv0447c	Rv3000
Rv0447c	Rv3149
Rv0447c	Rv3640c
Rv0448c	Rv1681
Rv0448c	Rv2464c
Rv0448c	Rv2816c
Rv0451c	Rv0675
Rv0451c	Rv3633
Rv0453	Rv1444c
Rv0453	Rv2717c
Rv0453	Rv3416
Rv0453	Rv3472
Rv0454	Rv1942c
Rv0454	Rv2250c
Rv0454	Rv2407
Rv0454	Rv3842c
Rv0455c	Rv1341
Rv0455c	Rv1711
Rv0455c	Rv2032
Rv0456c	Rv0495c
Rv0456c	Rv1865c
Rv0456c	Rv1882c
Rv0456c	Rv1913
Rv0456c	Rv2292c
Rv0456c	Rv2407
Rv0456c	Rv2667
Rv0456c	Rv3637
Rv0459	Rv2216
Rv0459	Rv3510c
Rv0460	Rv1445c
Rv0460	Rv1525
Rv0460	Rv3072c
Rv0460	Rv3472
Rv0461	Rv2773c
Rv0463	Rv0640
Rv0463	Rv1859
Rv0463	Rv2352c
Rv0463	Rv2786c
Rv0463	Rv3265c
Rv0463	Rv3327
Rv0463	Rv3473c
Rv0463	Rv3554
Rv0463	Rv3579c
Rv0464c	Rv1773c
Rv0465c	Rv3486
Rv0466	Rv1386
Rv0466	Rv1772
Rv0466	Rv2475c
Rv0466	Rv2547
Rv0466	Rv3221A
Rv0468	Rv2691
Rv0469	Rv0893c
Rv0469	Rv0949
Rv0469	Rv1638A
Rv0469	Rv1946c
Rv0469	Rv2246
Rv0469	Rv2510c
Rv0469	Rv2851c
Rv0469	Rv3697c
Rv0470A	Rv2372c
Rv0470A	Rv2669
Rv0470A	Rv2678c
Rv0470A	Rv3837c
Rv0470c	Rv0727c
Rv0470c	Rv2618
Rv0470c	Rv3422c
Rv0471c	Rv0863
Rv0471c	Rv2393
Rv0474	Rv0925c
Rv0474	Rv1649
Rv0474	Rv1664
Rv0474	Rv2507
Rv0475	Rv1141c
Rv0475	Rv1513
Rv0475	Rv1570
Rv0475	Rv1705c
Rv0475	Rv1987
Rv0475	Rv2494
Rv0475	Rv3153
Rv0475	Rv3230c
Rv0475	Rv3265c
Rv0476	Rv0967
Rv0476	Rv1089A
Rv0476	Rv1513
Rv0476	Rv1601
Rv0476	Rv2292c
Rv0476	Rv2307B
Rv0476	Rv3126c
Rv0476	Rv3175
Rv0477	Rv1316c
Rv0477	Rv1357c
Rv0478	Rv0594
Rv0478	Rv0686
Rv0478	Rv0798c
Rv0478	Rv0882
Rv0478	Rv1013
Rv0478	Rv2308
Rv0478	Rv2540c
Rv0478	Rv2742c
Rv0478	Rv2863
Rv0478	Rv3399
Rv0478	Rv3900c
Rv0479c	Rv0802c
Rv0480c	Rv1649
Rv0480c	Rv2998A
Rv0481c	Rv0692
Rv0481c	Rv0789c
Rv0481c	Rv0858c
Rv0481c	Rv0948c
Rv0481c	Rv1044
Rv0481c	Rv1336
Rv0481c	Rv1839c
Rv0481c	Rv2762c
Rv0481c	Rv3305c
Rv0482	Rv0579
Rv0482	Rv0776c
Rv0482	Rv3134c
Rv0482	Rv3475
Rv0483	Rv3283
Rv0483	Rv3757c
Rv0484c	Rv0545c
Rv0484c	Rv1124
Rv0484c	Rv2036
Rv0484c	Rv2495c
Rv0484c	Rv2516c
Rv0484c	Rv2676c
Rv0484c	Rv2795c
Rv0484c	Rv2810c
Rv0484c	Rv3007c
Rv0484c	Rv3453
Rv0484c	Rv3920c
Rv0485	Rv1873
Rv0485	Rv2665
Rv0485	Rv3579c
Rv0486	Rv1532c
Rv0486	Rv1928c
Rv0486	Rv2189c
Rv0486	Rv2356c
Rv0486	Rv2376c
Rv0486	Rv3438
Rv0486	Rv3803c
Rv0487	Rv2088
Rv0487	Rv2925c
Rv0488	Rv0803
Rv0488	Rv1712
Rv0488	Rv2775
Rv0488	Rv2906c
Rv0488	Rv3319
Rv0488	Rv3422c
Rv0488	Rv3471c
Rv0488	Rv3813c
Rv0489	Rv1806
Rv0489	Rv2773c
Rv0489	Rv3265c
Rv0489	Rv3416
Rv0491	Rv2015c
Rv0491	Rv3555c
Rv0492A	Rv1791
Rv0492A	Rv2690c
Rv0492A	Rv3855
Rv0492c	Rv1259
Rv0492c	Rv2044c
Rv0492c	Rv3265c
Rv0492c	Rv3477
Rv0493c	Rv2274c
Rv0493c	Rv2669
Rv0493c	Rv2710
Rv0493c	Rv2861c
Rv0493c	Rv3422c
Rv0493c	Rv3510c
Rv0493c	Rv3813c
Rv0494	Rv1249c
Rv0494	Rv1301
Rv0494	Rv2821c
Rv0495c	Rv0723
Rv0495c	Rv2310
Rv0495c	Rv2367c
Rv0495c	Rv2371
Rv0495c	Rv2538c
Rv0495c	Rv2582
Rv0495c	Rv2706c
Rv0495c	Rv3304
Rv0495c	Rv3482c
Rv0495c	Rv3700c
Rv0495c	Rv3847
Rv0495c	Rv3873
Rv0498	Rv0787A
Rv0498	Rv1912c
Rv0498	Rv2445c
Rv0498	Rv2694c
Rv0498	Rv3108
Rv0499	Rv0579
Rv0499	Rv0700
Rv0499	Rv2805
Rv0499	Rv3373
Rv0500A	Rv3589
Rv0500	Rv3652
Rv0503c	Rv2437
Rv0503c	Rv2461c
Rv0503c	Rv2468c
Rv0503c	Rv3216
Rv0503c	Rv3243c
Rv0504c	Rv1585c
Rv0505c	Rv0617
Rv0505c	Rv0971c
Rv0505c	Rv1347c
Rv0505c	Rv1561
Rv0505c	Rv2044c
Rv0508	Rv3312A
Rv0509	Rv0944
Rv0509	Rv1013
Rv0509	Rv2250c
Rv0509	Rv2464c
Rv0509	Rv2622
Rv0510	Rv1444c
Rv0510	Rv1474c
Rv0510	Rv2204c
Rv0510	Rv3022A
Rv0510	Rv3033
Rv0510	Rv3132c
Rv0510	Rv3137
Rv0511	Rv2203
Rv0514	Rv0559c
Rv0514	Rv0918
Rv0514	Rv0966c
Rv0514	Rv1065
Rv0514	Rv1444c
Rv0514	Rv2186c
Rv0514	Rv2686c
Rv0514	Rv2857c
Rv0514	Rv3425
Rv0514	Rv3572
Rv0514	Rv3576
Rv0514	Rv3595c
Rv0516c	Rv0634B
Rv0516c	Rv0644c
Rv0516c	Rv0902c
Rv0516c	Rv1105
Rv0516c	Rv1386
Rv0516c	Rv2651c
Rv0516c	Rv2852c
Rv0516c	Rv3089
Rv0516c	Rv3136
Rv0516c	Rv3763
Rv0516c	Rv3866
Rv0518	Rv2819c
Rv0519c	Rv1259
Rv0519c	Rv1474c
Rv0519c	Rv2139
Rv0519c	Rv2538c
Rv0519c	Rv2601
Rv0519c	Rv2773c
Rv0519c	Rv3197A
Rv0519c	Rv3648c
Rv0519c	Rv3855
Rv0519c	Rv3918c
Rv0520	Rv1377c
Rv0520	Rv3862c
Rv0521	Rv3253c
Rv0521	Rv3419c
Rv0521	Rv3544c
Rv0521	Rv3675
Rv0523c	Rv0537c
Rv0523c	Rv1444c
Rv0523c	Rv2210c
Rv0523c	Rv2217
Rv0523c	Rv2582
Rv0523c	Rv2773c
Rv0523c	Rv2966c
Rv0523c	Rv3085
Rv0523c	Rv3117
Rv0523c	Rv3416
Rv0523c	Rv3527
Rv0523c	Rv3742c
Rv0526	Rv1508A
Rv0527	Rv0718
Rv0530	Rv0880
Rv0530	Rv2407
Rv0533c	Rv0931c
Rv0533c	Rv2429
Rv0533c	Rv3036c
Rv0533c	Rv3121
Rv0533c	Rv3204
Rv0533c	Rv3392c
Rv0533c	Rv3837c
Rv0534c	Rv2429
Rv0535	Rv0866
Rv0535	Rv2716
Rv0536	Rv0905
Rv0536	Rv1245c
Rv0536	Rv3226c
Rv0536	Rv3600c
Rv0537c	Rv3153
Rv0538	Rv1116A
Rv0539	Rv2669
Rv0540	Rv1615
Rv0540	Rv1912c
Rv0540	Rv2256c
Rv0540	Rv2669
Rv0540	Rv3599c
Rv0540	Rv3624c
Rv0540	Rv3840
Rv0542c	Rv3624c
Rv0543c	Rv3107c
Rv0544c	Rv1113
Rv0544c	Rv2773c
Rv0545c	Rv2071c
Rv0545c	Rv3709c
Rv0547c	Rv0880
Rv0547c	Rv1293
Rv0547c	Rv2744c
Rv0547c	Rv2785c
Rv0547c	Rv3636
Rv0547c	Rv3770B
Rv0548c	Rv2621c
Rv0549c	Rv3674c
Rv0549c	Rv3782
Rv0551c	Rv0916c
Rv0551c	Rv1266c
Rv0551c	Rv1629
Rv0551c	Rv1891
Rv0551c	Rv3412
Rv0553	Rv1585c
Rv0553	Rv2307B
Rv0553	Rv3610c
Rv0554	Rv1377c
Rv0554	Rv1548c
Rv0554	Rv1596
Rv0554	Rv2717c
Rv0554	Rv2773c
Rv0554	Rv2817c
Rv0554	Rv2906c
Rv0554	Rv3416
Rv0554	Rv3600c
Rv0555	Rv1160
Rv0555	Rv1574
Rv0555	Rv1613
Rv0555	Rv2104c
Rv0555	Rv2298
Rv0555	Rv2374c
Rv0555	Rv2469c
Rv0555	Rv2605c
Rv0555	Rv2735c
Rv0555	Rv3813c
Rv0556	Rv0653c
Rv0558	Rv1706A
Rv0558	Rv2125
Rv0559c	Rv1803c
Rv0559c	Rv3041c
Rv0561c	Rv1195
Rv0561c	Rv3392c
Rv0562	Rv1270c
Rv0562	Rv2475c
Rv0562	Rv2750
Rv0562	Rv3919c
Rv0563	Rv2674
Rv0563	Rv3134c
Rv0564c	Rv1220c
Rv0564c	Rv2215
Rv0566c	Rv1120c
Rv0566c	Rv1939
Rv0566c	Rv2475c
Rv0566c	Rv2543
Rv0566c	Rv2653c
Rv0566c	Rv3108
Rv0566c	Rv3351c
Rv0568	Rv2071c
Rv0568	Rv2765
Rv0568	Rv3327
Rv0568	Rv3541c
Rv0569	Rv0982
Rv0569	Rv2696c
Rv0570	Rv1573
Rv0572c	Rv2022c
Rv0573c	Rv3243c
Rv0576	Rv2033c
Rv0576	Rv2119
Rv0576	Rv2551c
Rv0576	Rv2766c
Rv0577	Rv0625c
Rv0577	Rv0921
Rv0577	Rv1050
Rv0577	Rv1089A
Rv0577	Rv1596
Rv0577	Rv1712
Rv0577	Rv1924c
Rv0577	Rv2446c
Rv0577	Rv2447c
Rv0577	Rv2450c
Rv0577	Rv2459
Rv0577	Rv2507
Rv0577	Rv2509
Rv0577	Rv3614c
Rv0577	Rv3621c
Rv0577	Rv3731
Rv0578c	Rv1806
Rv0578c	Rv2631
Rv0578c	Rv2722
Rv0578c	Rv2805
Rv0579	Rv1003
Rv0579	Rv2175c
Rv0579	Rv2331A
Rv0579	Rv3453
Rv0581	Rv0784
Rv0581	Rv2016
Rv0581	Rv2033c
Rv0581	Rv2267c
Rv0581	Rv2322c
Rv0581	Rv2756c
Rv0581	Rv3297
Rv0581	Rv3351c
Rv0581	Rv3572
Rv0582	Rv0948c
Rv0582	Rv2955c
Rv0583c	Rv1316c
Rv0583c	Rv1634
Rv0583c	Rv2645
Rv0583c	Rv2765
Rv0583c	Rv3622c
Rv0583c	Rv3646c
Rv0583c	Rv3705c
Rv0584	Rv1142c
Rv0584	Rv1545
Rv0584	Rv2372c
Rv0584	Rv2651c
Rv0584	Rv3032
Rv0586	Rv2524c
Rv0586	Rv2943
Rv0586	Rv3600c
Rv0587	Rv2109c
Rv0588	Rv2104c
Rv0588	Rv2117
Rv0588	Rv2372c
Rv0590A	Rv1003
Rv0590A	Rv2710
Rv0590A	Rv3198A
Rv0590A	Rv3523
Rv0591	Rv1008
Rv0591	Rv1286
Rv0591	Rv1919c
Rv0591	Rv2633c
Rv0591	Rv2719c
Rv0591	Rv2880c
Rv0591	Rv3137
Rv0591	Rv3778c
Rv0593	Rv2604c
Rv0593	Rv2773c
Rv0593	Rv2844
Rv0593	Rv3861
Rv0594	Rv1290A
Rv0594	Rv1613
Rv0594	Rv2695
Rv0594	Rv3175
Rv0595c	Rv0836c
Rv0595c	Rv1873
Rv0595c	Rv2922A
Rv0595c	Rv2924c
Rv0598c	Rv2669
Rv0598c	Rv3876
Rv0599c	Rv1752
Rv0600c	Rv0753c
Rv0600c	Rv2550c
Rv0600c	Rv2986c
Rv0600c	Rv3393
Rv0601c	Rv0949
Rv0601c	Rv1003
Rv0601c	Rv1221
Rv0601c	Rv2654c
Rv0601c	Rv2822c
Rv0601c	Rv3286c
Rv0603	Rv3407
Rv0604	Rv1806
Rv0605	Rv1160
Rv0605	Rv1725c
Rv0605	Rv3320c
Rv0605	Rv3373
Rv0606	Rv1923
Rv0606	Rv2590
Rv0606	Rv2678c
Rv0606	Rv3036c
Rv0606	Rv3471c
Rv0606	Rv3600c
Rv0607	Rv0925c
Rv0607	Rv1044
Rv0607	Rv1473A
Rv0607	Rv2773c
Rv0607	Rv2821c
Rv0607	Rv2954c
Rv0607	Rv3526
Rv0608	Rv0609
Rv0609A	Rv0675
Rv0609A	Rv1117
Rv0609A	Rv2716
Rv0609A	Rv2729c
Rv0609A	Rv3526
Rv0609	Rv0776c
Rv0609	Rv1445c
Rv0609	Rv1613
Rv0609	Rv1804c
Rv0609	Rv3017c
Rv0609	Rv3134c
Rv0609	Rv3472
Rv0610c	Rv3281
Rv0611c	Rv1356c
Rv0611c	Rv2835c
Rv0612	Rv1652
Rv0612	Rv2986c
Rv0612	Rv3198c
Rv0612	Rv3422c
Rv0613c	Rv1881c
Rv0613c	Rv3073c
Rv0613c	Rv3336c
Rv0614	Rv0831c
Rv0614	Rv0909
Rv0614	Rv1332
Rv0614	Rv1482c
Rv0614	Rv1537
Rv0614	Rv3017c
Rv0614	Rv3389c
Rv0614	Rv3457c
Rv0614	Rv3458c
Rv0615	Rv2145c
Rv0616c	Rv0992c
Rv0616c	Rv1422
Rv0616c	Rv2022c
Rv0616c	Rv2033c
Rv0616c	Rv2564
Rv0616c	Rv2773c
Rv0616c	Rv3242c
Rv0616c	Rv3576
Rv0616c	Rv3702c
Rv0617	Rv0931c
Rv0617	Rv1145
Rv0617	Rv1239c
Rv0617	Rv1545
Rv0617	Rv1825
Rv0617	Rv1924c
Rv0617	Rv2071c
Rv0617	Rv2183c
Rv0617	Rv2501c
Rv0617	Rv3221A
Rv0618	Rv0816c
Rv0618	Rv1904
Rv0618	Rv2042c
Rv0618	Rv3485c
Rv0619	Rv2412
Rv0619	Rv2599
Rv0619	Rv2712c
Rv0619	Rv3108
Rv0619	Rv3305c
Rv0619	Rv3416
Rv0619	Rv3595c
Rv0619	Rv3838c
Rv0619	Rv3844
Rv0621	Rv1710
Rv0621	Rv2266
Rv0621	Rv2341
Rv0621	Rv2672
Rv0621	Rv3222c
Rv0622	Rv2761c
Rv0623	Rv1906c
Rv0623	Rv3453
Rv0623	Rv3665c
Rv0623	Rv3745c
Rv0624	Rv1044
Rv0624	Rv1988
Rv0625c	Rv1003
Rv0625c	Rv1771
Rv0625c	Rv2022c
Rv0625c	Rv2071c
Rv0626	Rv2114
Rv0626	Rv2696c
Rv0626	Rv2859c
Rv0626	Rv3765c
Rv0628c	Rv2306B
Rv0628c	Rv2867c
Rv0629c	Rv1242
Rv0629c	Rv1316c
Rv0629c	Rv1478
Rv0629c	Rv1791
Rv0629c	Rv2372c
Rv0629c	Rv2417c
Rv0629c	Rv2469c
Rv0630c	Rv0818
Rv0632c	Rv0986
Rv0632c	Rv1174c
Rv0634A	Rv1044
Rv0634A	Rv1873
Rv0634A	Rv2080
Rv0634A	Rv2254c
Rv0634A	Rv2861c
Rv0634A	Rv2906c
Rv0634A	Rv3204
Rv0634A	Rv3226c
Rv0634A	Rv3369
Rv0634B	Rv0679c
Rv0634B	Rv1321
Rv0634B	Rv1444c
Rv0634B	Rv1919c
Rv0634B	Rv3022A
Rv0634c	Rv0788
Rv0634c	Rv1003
Rv0634c	Rv3274c
Rv0634c	Rv3375
Rv0634c	Rv3602c
Rv0635	Rv0756c
Rv0635	Rv0790c
Rv0635	Rv1340
Rv0635	Rv2307B
Rv0635	Rv2417c
Rv0635	Rv2449c
Rv0635	Rv3080c
Rv0635	Rv3088
Rv0635	Rv3269
Rv0635	Rv3278c
Rv0635	Rv3807c
Rv0636	Rv1022
Rv0636	Rv1028c
Rv0636	Rv1606
Rv0636	Rv1614
Rv0636	Rv1728c
Rv0636	Rv1849
Rv0636	Rv2386c
Rv0636	Rv2416c
Rv0636	Rv2995c
Rv0636	Rv3541c
Rv0636	Rv3806c
Rv0637	Rv0851c
Rv0637	Rv0916c
Rv0637	Rv1247c
Rv0637	Rv1287
Rv0637	Rv1601
Rv0637	Rv2012
Rv0637	Rv3387
Rv0637	Rv3451
Rv0637	Rv3652
Rv0638	Rv3327
Rv0639	Rv0743c
Rv0640	Rv0781
Rv0640	Rv0944
Rv0640	Rv1060
Rv0640	Rv2003c
Rv0640	Rv2341
Rv0640	Rv2993c
Rv0640	Rv3416
Rv0641	Rv2570
Rv0643c	Rv2293c
Rv0643c	Rv3691
Rv0644c	Rv0909
Rv0644c	Rv3271c
Rv0645c	Rv1457c
Rv0645c	Rv1492
Rv0645c	Rv1849
Rv0645c	Rv2616
Rv0645c	Rv2825c
Rv0646c	Rv0753c
Rv0646c	Rv1003
Rv0646c	Rv2858c
Rv0646c	Rv3339c
Rv0649	Rv0877
Rv0649	Rv1053c
Rv0649	Rv1090
Rv0649	Rv1155
Rv0649	Rv1508A
Rv0649	Rv3091
Rv0649	Rv3892c
Rv0650	Rv1771
Rv0650	Rv3395c
Rv0650	Rv3516
Rv0651	Rv0670
Rv0651	Rv1286
Rv0651	Rv1443c
Rv0651	Rv1549
Rv0651	Rv2619c
Rv0651	Rv2801c
Rv0651	Rv2914c
Rv0651	Rv3153
Rv0652	Rv1098c
Rv0652	Rv2341
Rv0653c	Rv1153c
Rv0653c	Rv2331
Rv0655	Rv1104
Rv0655	Rv1117
Rv0655	Rv1638A
Rv0655	Rv1975
Rv0655	Rv2440c
Rv0655	Rv2474c
Rv0656c	Rv3646c
Rv0657c	Rv1613
Rv0657c	Rv2150c
Rv0657c	Rv2269c
Rv0657c	Rv2474c
Rv0657c	Rv3817
Rv0658c	Rv1040c
Rv0659c	Rv0699
Rv0659c	Rv2804c
Rv0659c	Rv3281
Rv0660c	Rv1316c
Rv0660c	Rv1492
Rv0660c	Rv2430c
Rv0660c	Rv2447c
Rv0660c	Rv2817c
Rv0660c	Rv2959c
Rv0660c	Rv3725
Rv0660c	Rv3820c
Rv0660c	Rv3923c
Rv0661c	Rv1021
Rv0661c	Rv2863
Rv0661c	Rv3414c
Rv0661c	Rv3426
Rv0662c	Rv1044
Rv0662c	Rv2655c
Rv0662c	Rv2888c
Rv0664	Rv2805
Rv0664	Rv3216
Rv0664	Rv3339c
Rv0664	Rv3412
Rv0665	Rv1249c
Rv0665	Rv3551
Rv0665	Rv3703c
Rv0666	Rv2736c
Rv0666	Rv2798c
Rv0666	Rv3646c
Rv0669c	Rv0675
Rv0669c	Rv2361c
Rv0669c	Rv2601A
Rv0669c	Rv3131
Rv0670	Rv2340c
Rv0670	Rv2475c
Rv0670	Rv2525c
Rv0670	Rv3416
Rv0671	Rv0756c
Rv0671	Rv1233c
Rv0671	Rv3422c
Rv0672	Rv2805
Rv0673	Rv2669
Rv0673	Rv3416
Rv0674	Rv2022c
Rv0674	Rv3780
Rv0675	Rv0997
Rv0675	Rv1385
Rv0675	Rv2104c
Rv0675	Rv2450c
Rv0675	Rv3468c
Rv0675	Rv3693
Rv0677c	Rv3556c
Rv0677c	Rv3650
Rv0679c	Rv2826c
Rv0680c	Rv1601
Rv0680c	Rv2691
Rv0681	Rv0863
Rv0681	Rv1687c
Rv0681	Rv1752
Rv0681	Rv1965
Rv0681	Rv3412
Rv0682	Rv0692
Rv0682	Rv1546
Rv0682	Rv3815c
Rv0683	Rv0744c
Rv0683	Rv2125
Rv0683	Rv2341
Rv0685	Rv3840
Rv0686	Rv1954c
Rv0686	Rv2710
Rv0686	Rv3874
Rv0687	Rv1546
Rv0687	Rv2366c
Rv0687	Rv3322c
Rv0687	Rv3457c
Rv0687	Rv3840
Rv0689c	Rv1222
Rv0689c	Rv1788
Rv0689c	Rv2528c
Rv0689c	Rv2895c
Rv0691c	Rv1993c
Rv0692	Rv0712
Rv0692	Rv1342c
Rv0692	Rv1564c
Rv0692	Rv1588c
Rv0692	Rv1839c
Rv0692	Rv1977
Rv0692	Rv2062c
Rv0692	Rv2142c
Rv0692	Rv2533c
Rv0692	Rv2686c
Rv0692	Rv2915c
Rv0692	Rv2992c
Rv0692	Rv3016
Rv0692	Rv3060c
Rv0692	Rv3304
Rv0692	Rv3327
Rv0692	Rv3421c
Rv0692	Rv3525c
Rv0692	Rv3577
Rv0692	Rv3582c
Rv0692	Rv3741c
Rv0694	Rv1858
Rv0695	Rv0816c
Rv0695	Rv1003
Rv0695	Rv1234
Rv0695	Rv2037c
Rv0695	Rv2067c
Rv0695	Rv2495c
Rv0695	Rv3265c
Rv0695	Rv3704c
Rv0698	Rv2644c
Rv0698	Rv2669
Rv0698	Rv3471c
Rv0698	Rv3628
Rv0699	Rv0781
Rv0699	Rv1003
Rv0699	Rv1056
Rv0699	Rv2027c
Rv0699	Rv2392
Rv0699	Rv2717c
Rv0699	Rv3637
Rv0700	Rv1316c
Rv0700	Rv3287c
Rv0701	Rv1941
Rv0701	Rv2522c
Rv0701	Rv2523c
Rv0701	Rv3416
Rv0701	Rv3604c
Rv0702	Rv1089
Rv0702	Rv1135A
Rv0702	Rv1884c
Rv0702	Rv2595
Rv0702	Rv2825c
Rv0702	Rv3426
Rv0703	Rv1012
Rv0703	Rv1596
Rv0703	Rv1933c
Rv0703	Rv2078
Rv0703	Rv2140c
Rv0703	Rv2340c
Rv0703	Rv2798c
Rv0703	Rv3465
Rv0704	Rv2306A
Rv0704	Rv2585c
Rv0704	Rv3471c
Rv0704	Rv3763
Rv0705	Rv1155
Rv0705	Rv1705c
Rv0705	Rv2250A
Rv0705	Rv2318
Rv0705	Rv2658c
Rv0705	Rv2730
Rv0705	Rv3153
Rv0705	Rv3214
Rv0705	Rv3226c
Rv0705	Rv3914
Rv0708	Rv1486c
Rv0708	Rv3416
Rv0708	Rv3582c
Rv0708	Rv3855
Rv0709	Rv0911
Rv0709	Rv0953c
Rv0709	Rv2670c
Rv0709	Rv2880c
Rv0709	Rv2890c
Rv0709	Rv3131
Rv0709	Rv3354
Rv0710	Rv1222
Rv0712	Rv1710
Rv0712	Rv2372c
Rv0712	Rv2601A
Rv0712	Rv2633c
Rv0712	Rv2773c
Rv0712	Rv3416
Rv0712	Rv3817
Rv0714	Rv1870c
Rv0714	Rv2717c
Rv0714	Rv3288c
Rv0715	Rv2150c
Rv0715	Rv2271
Rv0716	Rv0916c
Rv0716	Rv1455
Rv0716	Rv2136c
Rv0716	Rv2993c
Rv0717	Rv1544
Rv0717	Rv3741c
Rv0718	Rv1044
Rv0718	Rv2665
Rv0718	Rv2773c
Rv0718	Rv3147
Rv0719	Rv1755c
Rv0720	Rv2090
Rv0720	Rv2437
Rv0720	Rv2751
Rv0720	Rv2805
Rv0720	Rv3696c
Rv0720	Rv3797
Rv0721	Rv1151c
Rv0721	Rv1195
Rv0721	Rv1486c
Rv0721	Rv1613
Rv0721	Rv1975
Rv0721	Rv2240c
Rv0721	Rv3098c
Rv0721	Rv3216
Rv0721	Rv3287c
Rv0721	Rv3741c
Rv0721	Rv3807c
Rv0722	Rv1287
Rv0722	Rv3044
Rv0723	Rv1281c
Rv0723	Rv1675c
Rv0723	Rv2259
Rv0723	Rv3014c
Rv0723	Rv3042c
Rv0723	Rv3137
Rv0723	Rv3422c
Rv0724A	Rv1745c
Rv0724A	Rv1804c
Rv0724A	Rv3514
Rv0724A	Rv3552
Rv0724A	Rv3787c
Rv0725c	Rv1804c
Rv0725c	Rv3690
Rv0726c	Rv3288c
Rv0727c	Rv1379
Rv0727c	Rv1711
Rv0727c	Rv1939
Rv0727c	Rv2173
Rv0727c	Rv2366c
Rv0727c	Rv2669
Rv0727c	Rv3025c
Rv0729	Rv1056
Rv0729	Rv1742
Rv0729	Rv2322c
Rv0729	Rv2409c
Rv0729	Rv2419c
Rv0730	Rv1381
Rv0730	Rv1975
Rv0730	Rv3644c
Rv0731c	Rv0925c
Rv0731c	Rv2687c
Rv0731c	Rv3283
Rv0731c	Rv3290c
Rv0731c	Rv3475
Rv0733	Rv1455
Rv0735	Rv1501
Rv0735	Rv3600c
Rv0736	Rv0923c
Rv0736	Rv1056
Rv0736	Rv1408
Rv0736	Rv2872
Rv0736	Rv2873
Rv0737	Rv2948c
Rv0738	Rv1495
Rv0738	Rv2033c
Rv0738	Rv2362c
Rv0738	Rv2392
Rv0738	Rv2429
Rv0738	Rv2696c
Rv0738	Rv3467
Rv0738	Rv3625c
Rv0741	Rv3477
Rv0741	Rv3790
Rv0742	Rv1927
Rv0742	Rv2230c
Rv0742	Rv2237
Rv0742	Rv2762c
Rv0744c	Rv0748
Rv0744c	Rv0831c
Rv0744c	Rv1013
Rv0744c	Rv1019
Rv0744c	Rv1125
Rv0744c	Rv1178
Rv0744c	Rv1389
Rv0744c	Rv1496
Rv0744c	Rv1718
Rv0744c	Rv1882c
Rv0744c	Rv1888c
Rv0744c	Rv2215
Rv0744c	Rv2352c
Rv0744c	Rv2572c
Rv0744c	Rv2650c
Rv0744c	Rv2710
Rv0744c	Rv2806
Rv0744c	Rv2809
Rv0744c	Rv2852c
Rv0744c	Rv2907c
Rv0744c	Rv3253c
Rv0744c	Rv3297
Rv0744c	Rv3456c
Rv0744c	Rv3468c
Rv0744c	Rv3475
Rv0744c	Rv3491
Rv0744c	Rv3629c
Rv0744c	Rv3733c
Rv0744c	Rv3748
Rv0744c	Rv3809c
Rv0744c	Rv3868
Rv0745	Rv1535
Rv0745	Rv3552
Rv0748	Rv0749
Rv0748	Rv0790c
Rv0748	Rv1553
Rv0748	Rv1849
Rv0748	Rv2970A
Rv0748	Rv3422c
Rv0749A	Rv1495
Rv0749A	Rv3339c
Rv0749	Rv1975
Rv0749	Rv2372c
Rv0749	Rv2696c
Rv0749	Rv2710
Rv0749	Rv2720
Rv0751c	Rv2785c
Rv0753c	Rv0776c
Rv0753c	Rv0916c
Rv0753c	Rv1058
